Airport ID,Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz Database Time Zone,Type,Source
6141,Izhevsk Airport,Izhevsk,Russia,IJK,USII,56.82809829711914,53.45750045776367,531.0,4,N,Europe/Samara,airport,OurAirports
6142,Pobedilovo Airport,Kirov,Russia,KVX,USKK,58.503299713135,49.348300933838,479.0,3,N,Europe/Moscow,airport,OurAirports
6143,Nadym Airport,Nadym,Russia,NYM,USMM,65.48090362548828,72.69889831542969,49.0,5,N,Asia/Yekaterinburg,airport,OurAirports
6144,Raduzhny Airport,Raduzhnyi,Russia,RAT,USNR,62.1585998535,77.32890319820001,250.0,5,N,Asia/Yekaterinburg,airport,OurAirports
6145,Nefteyugansk Airport,Nefteyugansk,Russia,NFG,USRN,61.108299255371094,72.6500015258789,115.0,5,N,Asia/Yekaterinburg,airport,OurAirports
6146,Kurgan Airport,Kurgan,Russia,KRO,USUU,55.47529983520508,65.41560363769531,240.0,5,N,Asia/Yekaterinburg,airport,OurAirports
6147,Khudzhand Airport,Khudzhand,Tajikistan,LBD,UTDL,40.21540069580078,69.6947021484375,1450.0,5,U,Asia/Dushanbe,airport,OurAirports
6148,Andizhan Airport,Andizhan,Uzbekistan,AZN,UTKA,40.7276992798,72.2939987183,1515.0,5,U,Asia/Samarkand,airport,OurAirports
6149,Fergana International Airport,Fergana,Uzbekistan,FEG,UTKF,40.358798980699994,71.7450027466,1980.0,5,U,Asia/Samarkand,airport,OurAirports
6150,Namangan Airport,Namangan,Uzbekistan,NMA,UTKN,40.9846000671,71.5567016602,1555.0,5,U,Asia/Samarkand,airport,OurAirports
6151,Nukus Airport,Nukus,Uzbekistan,NCU,UTNN,42.488399505615234,59.62329864501953,246.0,5,U,Asia/Samarkand,airport,OurAirports
6152,Urgench Airport,Urgench,Uzbekistan,UGC,UTNU,41.58430099487305,60.641700744628906,320.0,5,U,Asia/Samarkand,airport,OurAirports
6153,Karshi Khanabad Airport,Khanabad,Uzbekistan,KSQ,UTSL,38.8335990906,65.9215011597,1365.0,5,U,Asia/Samarkand,airport,OurAirports
6154,Termez Airport,Termez,Uzbekistan,TMJ,UTST,37.28670120239258,67.30999755859375,1027.0,5,U,Asia/Samarkand,airport,OurAirports
6155,Staroselye Airport,Rybinsk,Russia,RYB,UUBK,58.10419845581055,38.92940139770508,423.0,3,N,Europe/Moscow,airport,OurAirports
6156,Belgorod International Airport,Belgorod,Russia,EGO,UUOB,50.643798828125,36.5900993347168,735.0,3,N,Europe/Moscow,airport,OurAirports
6157,Kursk East Airport,Kursk,Russia,URS,UUOK,51.7505989074707,36.29560089111328,686.0,3,N,Europe/Moscow,airport,OurAirports
6158,Lipetsk Airport,Lipetsk,Russia,LPK,UUOL,52.70280075073242,39.53779983520508,584.0,3,N,Europe/Moscow,airport,OurAirports
6159,Vorkuta Airport,Vorkuta,Russia,VKT,UUYW,67.48860168457031,63.993099212646484,604.0,3,N,Europe/Moscow,airport,OurAirports
6160,Bugulma Airport,Bugulma,Russia,UUA,UWKB,54.63999938964844,52.801700592041016,991.0,3,N,Europe/Moscow,airport,OurAirports
6161,Yoshkar-Ola Airport,Yoshkar-Ola,Russia,JOK,UWKJ,56.700599670410156,47.904701232910156,348.0,3,N,Europe/Moscow,airport,OurAirports
6162,Cheboksary Airport,Cheboksary,Russia,CSY,UWKS,56.090301513671875,47.3473014831543,558.0,3,N,Europe/Moscow,airport,OurAirports
6163,Ulyanovsk East Airport,Ulyanovsk,Russia,ULY,UWLW,54.4010009765625,48.80270004272461,252.0,4,N,Europe/Samara,airport,OurAirports
6164,Orsk Airport,Orsk,Russia,OSW,UWOR,51.0724983215332,58.59560012817383,909.0,5,N,Asia/Yekaterinburg,airport,OurAirports
6165,Penza Airport,Penza,Russia,PEZ,UWPP,53.110599517822266,45.02109909057617,614.0,3,N,Europe/Moscow,airport,OurAirports
6166,Saransk Airport,Saransk,Russia,SKX,UWPS,54.12512969970703,45.212257385253906,676.0,3,N,Europe/Moscow,airport,OurAirports
6167,Balakovo Airport,Balakovo,Russia,BWO,UWSB,51.8582992554,47.7456016541,95.0,3,N,Europe/Moscow,airport,OurAirports
6168,Hubli Airport,Hubli,India,HBX,VAHB,15.361700058,75.08489990230001,2171.0,5.5,N,Asia/Calcutta,airport,OurAirports
6169,Koggala Airport,Koggala,Sri Lanka,KCT,VCCK,5.993680000305176,80.32029724121094,10.0,5.5,U,Asia/Colombo,airport,OurAirports
6170,Weerawila Airport,Wirawila,Sri Lanka,WRZ,VCCW,6.25448989868,81.23519897460001,50.0,5.5,U,Asia/Colombo,airport,OurAirports
6171,Battambang Airport,Battambang,Cambodia,BBM,VDBG,13.095600128173828,103.2239990234375,59.0,7,U,Asia/Phnom_Penh,airport,OurAirports
6172,Shillong Airport,Shillong,India,SHL,VEBI,25.70359992980957,91.97869873046875,2910.0,5.5,N,Asia/Calcutta,airport,OurAirports
6173,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,GAU,VEGT,26.10610008239746,91.58589935302734,162.0,5.5,N,Asia/Calcutta,airport,OurAirports
6174,Dimapur Airport,Dimapur,India,DMU,VEMR,25.883899688699998,93.77110290530001,487.0,5.5,N,Asia/Calcutta,airport,OurAirports
6175,Tezpur Airport,Tezpur,India,TEZ,VETZ,26.7091007232666,92.78469848632812,240.0,5.5,N,Asia/Calcutta,airport,OurAirports
6176,Barisal Airport,Barisal,Bangladesh,BZL,VGBR,22.801000595092773,90.30120086669922,23.0,6,U,Asia/Dhaka,airport,OurAirports
6177,Ban Huoeisay Airport,Huay Xai,Laos,HOE,VLHS,20.2572994232,100.43699646,1380.0,7,N,Asia/Vientiane,airport,OurAirports
6179,Bharatpur Airport,Bharatpur,Nepal,BHR,VNBP,27.678101,84.429398,600.0,5.75,N,Asia/Katmandu,airport,OurAirports
6180,Bhadrapur Airport,Chandragarhi,Nepal,BDP,VNCG,26.5708007812,88.07959747310001,300.0,5.75,N,Asia/Katmandu,airport,OurAirports
6181,Meghauli Airport,Meghauli,Nepal,MEY,VNMG,27.5774,84.22875,600.0,5.75,N,Asia/Katmandu,airport,OurAirports
6182,Nepalgunj Airport,Nepalgunj,Nepal,KEP,VNNG,28.103599548339844,81.66699981689453,540.0,5.75,N,Asia/Katmandu,airport,OurAirports
6183,Gan International Airport,Gan Island,Maldives,GAN,VRMG,,73.155602,6.0,5,U,Indian/Maldives,airport,OurAirports
6184,Hanimaadhoo Airport,Haa Dhaalu Atoll,Maldives,HAQ,VRMH,6.744229793548584,73.17050170898438,4.0,5,U,Indian/Maldives,airport,OurAirports
6185,Kadhdhoo Airport,Laamu Atoll,Maldives,KDO,VRMK,1.8591699600219727,73.52189636230469,4.0,5,U,Indian/Maldives,airport,OurAirports
6186,Mae Sot Airport,Tak,Thailand,MAQ,VTPM,16.699899673461914,98.54509735107422,690.0,7,U,Asia/Bangkok,airport,OurAirports
6187,Buon Ma Thuot Airport,Buonmethuot,Vietnam,BMV,VVBM,12.668299675,108.120002747,1729.0,7,U,Asia/Saigon,airport,OurAirports
6188,Cat Bi International Airport,Haiphong,Vietnam,HPH,VVCI,20.819400787353516,106.7249984741211,6.0,7,U,Asia/Saigon,airport,OurAirports
6189,Cam Ranh Airport,Nha Trang,Vietnam,CXR,VVCR,11.998200416564941,109.21900177001953,40.0,7,U,Asia/Saigon,airport,OurAirports
6190,Co Ong Airport,Conson,Vietnam,VCS,VVCS,8.73183,106.633003,20.0,7,U,Asia/Saigon,airport,OurAirports
6191,Can Tho International Airport,Can Tho,Vietnam,VCA,VVCT,10.085100174,105.711997986,9.0,7,U,Asia/Saigon,airport,OurAirports
6192,Dien Bien Phu Airport,Dienbienphu,Vietnam,DIN,VVDB,21.3974990845,103.008003235,1611.0,7,U,Asia/Saigon,airport,OurAirports
6193,Phu Cat Airport,Phucat,Vietnam,UIH,VVPC,13.955,109.042,80.0,7,U,Asia/Saigon,airport,OurAirports
6194,Pleiku Airport,Pleiku,Vietnam,PXU,VVPK,14.004500389099121,108.01699829101562,2434.0,7,U,Asia/Saigon,airport,OurAirports
6195,Vinh Airport,Vinh,Vietnam,VII,VVVH,18.7376003265,105.67099762,23.0,7,U,Asia/Saigon,airport,OurAirports
6196,Banmaw Airport,Banmaw,Burma,BMO,VYBM,24.268999099731445,97.24620056152344,370.0,6.5,U,Asia/Rangoon,airport,OurAirports
6197,Dawei Airport,Dawei,Burma,TVY,VYDW,14.103899955749512,98.20359802246094,84.0,6.5,U,Asia/Rangoon,airport,OurAirports
6198,Kawthoung Airport,Kawthoung,Burma,KAW,VYKT,10.049300193786621,98.53800201416016,180.0,6.5,U,Asia/Rangoon,airport,OurAirports
6199,Loikaw Airport,Loikaw,Burma,LIW,VYLK,19.691499710083008,97.21479797363281,2940.0,6.5,U,Asia/Rangoon,airport,OurAirports
6200,Mawlamyine Airport,Mawlamyine,Burma,MNU,VYMM,16.444700241088867,97.66069793701172,52.0,6.5,U,Asia/Rangoon,airport,OurAirports
6201,Pathein Airport,Pathein,Burma,BSX,VYPN,16.815201,94.7799,20.0,6.5,U,Asia/Rangoon,airport,OurAirports
6202,Pakhokku Airport,Pakhokku,Burma,PKK,VYPU,21.4043,95.11125,151.0,6.5,U,Asia/Rangoon,airport,OurAirports
6203,Sumbawa Besar Airport,Sumbawa Island,Indonesia,SWQ,WADS,,117.41200256347656,16.0,8,N,Asia/Makassar,airport,OurAirports
6204,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,TMC,WADT,,119.244003,161.0,8,N,Asia/Makassar,airport,OurAirports
6205,Bokondini Airport,Bokondini-Papua Island,Indonesia,BUI,WAJB,,138.6755,4550.0,9,N,Asia/Jayapura,airport,OurAirports
6206,Senggeh Airport,Senggeh-Papua Island,Indonesia,SEH,WAJS,,140.779,914.0,9,N,Asia/Jayapura,airport,OurAirports
6207,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,Indonesia,TJS,WALG,2.83583333333,117.373611111,10.0,8,N,Asia/Makassar,airport,OurAirports
6208,Datadawai Airport,Datadawai-Borneo Island,Indonesia,DTD,WALJ,0.8106,114.5306,508.0,8,N,Asia/Makassar,airport,OurAirports
6209,Kalimarau Airport,Tanjung Redep-Borneo Island,Indonesia,BEJ,WALK,2.1555,117.431999,59.0,8,N,Asia/Makassar,airport,OurAirports
6210,Warukin Airport,Tanjung-Borneo Island,Indonesia,TJG,WAON,,115.435997009,197.0,8,N,Asia/Makassar,airport,OurAirports
6211,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia,SMQ,WAOS,,112.974998474,50.0,7,N,Asia/Jakarta,airport,OurAirports
6212,Dumatumbun Airport,Langgur-Kei Islands,Indonesia,LUV,WAPL,,132.7310028076172,10.0,9,N,Asia/Jayapura,airport,OurAirports
6213,Mali Airport,Alor Island,Indonesia,ARD,WATM,,124.59700012207031,10.0,8,N,Asia/Makassar,airport,OurAirports
6214,Belaga Airport,Belaga,Malaysia,BLG,WBGC,2.65000009537,113.766998291,200.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
6215,Long Lellang Airport,Long Datih,Malaysia,LGL,WBGF,3.4210000038099997,115.153999329,1400.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
6216,Long Seridan Airport,Long Seridan,Malaysia,ODN,WBGI,3.9670000076293945,115.05000305175781,607.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
6217,Mukah Airport,Mukah,Malaysia,MKM,WBGK,2.90639,112.080002,13.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
6218,Bakalalan Airport,Bakalalan,Malaysia,BKM,WBGQ,3.9739999771118164,115.61799621582031,2900.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
6219,Lawas Airport,Lawas,Malaysia,LWY,WBGW,4.84917,115.407997,5.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
6220,Bario Airport,Bario,Malaysia,BBN,WBGZ,3.7338900566101074,115.47899627685547,3350.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
6221,Tomanggong Airport,Tomanggong,Malaysia,TMG,WBKM,5.40257,118.65763,26.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
6222,Kudat Airport,Kudat,Malaysia,KUD,WBKT,6.922500133514404,116.83599853515625,10.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
6223,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia,TKG,WIAT,,105.175556,282.0,7,N,Asia/Jakarta,airport,OurAirports
6224,Halim Perdanakusuma International Airport,Jakarta,Indonesia,HLP,WIHH,,106.89099884033203,84.0,7,N,Asia/Jakarta,airport,OurAirports
6225,Ranai Airport,Ranai-Natuna Besar Island,Indonesia,NTX,WION,3.90871,108.388,7.0,7,N,Asia/Jakarta,airport,OurAirports
6226,Pangsuma Airport,Putussibau-Borneo Island,Indonesia,PSU,WIOP,0.8355780243873596,112.93699645996094,297.0,7,N,Asia/Jakarta,airport,OurAirports
6227,Sintang(Susilo) Airport,Sintang-Borneo Island,Indonesia,SQG,WIOS,0.06361900269985199,111.4729995727539,98.0,7,N,Asia/Jakarta,airport,OurAirports
6228,Pendopo Airport,Talang Gudang-Sumatra Island,Indonesia,PDO,WIPQ,,103.87999725341797,184.0,7,N,Asia/Jakarta,airport,OurAirports
6229,Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,Indonesia,LSW,WITM,5.226679801940918,96.95030212402344,90.0,7,N,Asia/Jakarta,airport,OurAirports
6230,Pulau Pangkor Airport,Pangkor Island,Malaysia,PKG,WMPA,4.244719982147217,100.5530014038086,19.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
6232,Long Bawan Airport,Long Bawan-Borneo Island,Indonesia,LBW,WRLB,3.9028,115.6921,3165.0,8,N,Asia/Makassar,airport,OurAirports
6233,Nunukan Airport,Nunukan-Nunukan Island,Indonesia,NNX,WRLF,4.13333333333,117.666666667,30.0,8,N,Asia/Makassar,airport,OurAirports
6234,Long Apung Airport,Long Apung-Borneo Island,Indonesia,LPU,WRLP,1.704486,114.970297,627.0,8,N,Asia/Makassar,airport,OurAirports
6235,Albany Airport,Albany,Australia,ALH,YABA,,117.80899810791016,233.0,8,O,Australia/Perth,airport,OurAirports
6236,Argyle Airport,Argyle,Australia,GYL,YARG,,128.451004,522.0,8,O,Australia/Perth,airport,OurAirports
6237,Aurukun Airport,Aurukun,Australia,AUU,YAUR,,141.72065,31.0,10,O,Australia/Brisbane,airport,OurAirports
6238,Barcaldine Airport,Barcaldine,Australia,BCI,YBAR,,145.307006836,878.0,10,O,Australia/Brisbane,airport,OurAirports
6239,Badu Island Airport,Badu Island,Australia,BDD,YBAU,,142.1734,14.0,10,O,Australia/Brisbane,airport,OurAirports
6240,Birdsville Airport,Birdsville,Australia,BVI,YBDV,,139.34800720214844,159.0,10,O,Australia/Brisbane,airport,OurAirports
6241,Broken Hill Airport,Broken Hill,Australia,BHQ,YBHI,,141.472000122,958.0,9.5,O,Australia/Adelaide,airport,OurAirports
6242,Hamilton Island Airport,Hamilton Island,Australia,HTI,YBHM,,148.95199585,15.0,10,O,Australia/Brisbane,airport,OurAirports
6243,Bedourie Airport,Bedourie,Australia,BEU,YBIE,,139.4600067138672,300.0,10,O,Australia/Brisbane,airport,OurAirports
6244,Bourke Airport,Bourke,Australia,BRK,YBKE,,145.95199584960938,352.0,10,O,Australia/Sydney,airport,OurAirports
6245,Burketown Airport,Burketown,Australia,BUC,YBKT,,139.53399658203125,21.0,10,O,Australia/Brisbane,airport,OurAirports
6246,Boigu Airport,Boigu,Australia,GIC,YBOI,,142.218002319,23.0,10,O,Australia/Brisbane,airport,OurAirports
6247,Oakey Airport,Oakey,Australia,OKY,YBOK,,151.73500061035156,1335.0,10,O,Australia/Brisbane,airport,OurAirports
6248,Boulia Airport,Boulia,Australia,BQL,YBOU,,139.89999389648438,542.0,10,O,Australia/Brisbane,airport,OurAirports
6249,Bathurst Airport,Bathurst,Australia,BHS,YBTH,,149.651992798,2435.0,10,O,Australia/Sydney,airport,OurAirports
6250,Blackwater Airport,Blackwater,Australia,BLT,YBTR,,148.8070068359375,657.0,10,O,Australia/Brisbane,airport,OurAirports
6251,Carnarvon Airport,Carnarvon,Australia,CVQ,YCAR,,113.67174,13.0,8,O,Australia/Perth,airport,OurAirports
6252,Cobar Airport,Cobar,Australia,CAZ,YCBA,,145.79400634765625,724.0,10,O,Australia/Sydney,airport,OurAirports
6253,Coober Pedy Airport,Coober Pedy,Australia,CPD,YCBP,,134.7209930419922,740.0,9.5,O,Australia/Adelaide,airport,OurAirports
6254,Coconut Island Airport,Coconut Island,Australia,CNC,YCCT,,143.07000732421875,3.0,10,O,Australia/Brisbane,airport,OurAirports
6255,Cloncurry Airport,Cloncurry,Australia,CNJ,YCCY,,140.503997803,616.0,10,O,Australia/Brisbane,airport,OurAirports
6256,Ceduna Airport,Ceduna,Australia,CED,YCDU,,133.7100067138672,77.0,9.5,O,Australia/Adelaide,airport,OurAirports
6257,Cooktown Airport,Cooktown,Australia,CTN,YCKN,,145.1840057373047,26.0,10,O,Australia/Brisbane,airport,OurAirports
6258,Cunnamulla Airport,Cunnamulla,Australia,CMA,YCMU,,145.6219940185547,630.0,10,O,Australia/Brisbane,airport,OurAirports
6259,Coonamble Airport,Coonamble,Australia,CNB,YCNM,,148.37600708007812,604.0,10,O,Australia/Sydney,airport,OurAirports
6260,Coen Airport,Coen,Australia,CUQ,YCOE,,143.113311,532.0,10,O,Australia/Brisbane,airport,OurAirports
6261,Cooma Snowy Mountains Airport,Cooma,Australia,OOM,YCOM,,148.973999023,3088.0,10,O,Australia/Sydney,airport,OurAirports
6262,Doomadgee Airport,Doomadgee,Australia,DMD,YDMG,,138.822006,153.0,10,O,Australia/Brisbane,airport,OurAirports
6263,Darnley Island Airport,Darnley Island,Australia,NLF,YDNI,,143.76699829101562,0.0,10,O,Australia/Brisbane,airport,OurAirports
6264,Devonport Airport,Devonport,Australia,DPO,YDPO,,146.429992676,33.0,10,O,Australia/Melbourne,airport,OurAirports
6265,Elcho Island Airport,Elcho Island,Australia,ELC,YELD,,135.570999146,101.0,9.5,O,Australia/Darwin,airport,OurAirports
6266,Esperance Airport,Esperance,Australia,EPR,YESP,,121.822998,470.0,8,O,Australia/Perth,airport,OurAirports
6267,Flinders Island Airport,Flinders Island,Australia,FLS,YFLI,,147.992996216,10.0,10,O,Australia/Melbourne,airport,OurAirports
6268,Geraldton Airport,Geraldton,Australia,GET,YGEL,,114.707001,121.0,8,O,Australia/Perth,airport,OurAirports
6269,Gladstone Airport,Gladstone,Australia,GLT,YGLA,,151.223007,64.0,10,O,Australia/Brisbane,airport,OurAirports
6270,Groote Eylandt Airport,Groote Eylandt,Australia,GTE,YGTE,,136.460006714,53.0,9.5,O,Australia/Darwin,airport,OurAirports
6271,Griffith Airport,Griffith,Australia,GFF,YGTH,,146.067001343,439.0,10,O,Australia/Sydney,airport,OurAirports
6272,Horn Island Airport,Horn Island,Australia,HID,YHID,,142.289993286,43.0,10,O,Australia/Brisbane,airport,OurAirports
6273,Hooker Creek Airport,Hooker Creek,Australia,HOK,YHOO,,130.638000488,320.0,9.5,O,Australia/Darwin,airport,OurAirports
6274,Mount Hotham Airport,Mount Hotham,Australia,MHU,YHOT,,147.333999634,4260.0,10,O,Australia/Hobart,airport,OurAirports
6275,Hughenden Airport,Hughenden,Australia,HGD,YHUG,,144.22500610351562,1043.0,10,O,Australia/Brisbane,airport,OurAirports
6276,Julia Creek Airport,Julia Creek,Australia,JCK,YJLC,,141.72300720214844,404.0,10,O,Australia/Brisbane,airport,OurAirports
6277,Kalbarri Airport,Kalbarri,Australia,KAX,YKBR,,114.259169,157.0,8,O,Australia/Perth,airport,OurAirports
6278,King Island Airport,King Island,Australia,KNS,YKII,,143.8780059814453,132.0,10,O,Australia/Melbourne,airport,OurAirports
6279,Kalkgurung Airport,Kalkgurung,Australia,KFG,YKKG,,130.80799865722656,646.0,9.5,O,Australia/Darwin,airport,OurAirports
6280,Karumba Airport,Karumba,Australia,KRB,YKMB,,140.8300018310547,5.0,10,O,Australia/Brisbane,airport,OurAirports
6281,Kowanyama Airport,Kowanyama,Australia,KWM,YKOW,,141.75100708007812,35.0,10,O,Australia/Brisbane,airport,OurAirports
6282,Kubin Airport,Kubin,Australia,KUG,YKUB,,142.218002319,15.0,10,O,Australia/Brisbane,airport,OurAirports
6283,Leonora Airport,Leonora,Australia,LNO,YLEO,,121.31500244140625,1217.0,8,O,Australia/Perth,airport,OurAirports
6284,Lake Evella Airport,Lake Evella,Australia,LEL,YLEV,,135.80599975585938,256.0,9.5,O,Australia/Darwin,airport,OurAirports
6285,Lord Howe Island Airport,Lord Howe Island,Australia,LDH,YLHI,,159.07699585,5.0,10.5,O,Australia/Lord_Howe,airport,OurAirports
6286,Lockhart River Airport,Lockhart River,Australia,IRG,YLHR,,143.304993,77.0,10,O,Australia/Brisbane,airport,OurAirports
6287,Lismore Airport,Lismore,Australia,LSY,YLIS,,153.259994507,35.0,10,O,Australia/Sydney,airport,OurAirports
6288,Lightning Ridge Airport,Lightning Ridge,Australia,LHG,YLRD,,147.98399353027344,540.0,10,O,Australia/Sydney,airport,OurAirports
6289,Longreach Airport,Longreach,Australia,LRE,YLRE,,144.279998779,627.0,10,O,Australia/Brisbane,airport,OurAirports
6290,Leinster Airport,Leinster,Australia,LER,YLST,,120.7030029296875,1631.0,8,O,Australia/Perth,airport,OurAirports
6291,Laverton Airport,Laverton,Australia,LVO,YLTN,,122.42400360107422,1530.0,8,O,Australia/Perth,airport,OurAirports
6292,Mabuiag Island Airport,Mabuiag Island,Australia,UBB,YMAA,,142.18299865722656,0.0,10,O,Australia/Brisbane,airport,OurAirports
6293,Meekatharra Airport,Meekatharra,Australia,MKR,YMEK,,118.5479965209961,1713.0,8,O,Australia/Perth,airport,OurAirports
6294,Merimbula Airport,Merimbula,Australia,MIM,YMER,,149.901000977,7.0,10,O,Australia/Sydney,airport,OurAirports
6295,Milingimbi Airport,Milingimbi,Australia,MGT,YMGB,,134.893997192,53.0,9.5,O,Australia/Darwin,airport,OurAirports
6296,Maningrida Airport,Maningrida,Australia,MNG,YMGD,,134.23399353,123.0,9.5,O,Australia/Darwin,airport,OurAirports
6297,McArthur River Mine Airport,McArthur River Mine,Australia,MCV,YMHU,,136.083999634,131.0,9.5,O,Australia/Darwin,airport,OurAirports
6298,Mildura Airport,Mildura,Australia,MQL,YMIA,,142.085998535,167.0,10,O,Australia/Hobart,airport,OurAirports
6299,Mount Magnet Airport,Mount Magnet,Australia,MMG,YMOG,,117.84200286865234,1354.0,8,O,Australia/Perth,airport,OurAirports
6300,Moree Airport,Moree,Australia,MRZ,YMOR,,149.845001221,701.0,10,O,Australia/Sydney,airport,OurAirports
6301,Moranbah Airport,Moranbah,Australia,MOV,YMRB,,148.07699585,770.0,10,O,Australia/Brisbane,airport,OurAirports
6302,Moruya Airport,Moruya,Australia,MYA,YMRY,,150.143997192,14.0,10,O,Australia/Sydney,airport,OurAirports
6303,Mount Gambier Airport,Mount Gambier,Australia,MGB,YMTG,,140.78500366210938,212.0,9.5,O,Australia/Adelaide,airport,OurAirports
6304,Mornington Island Airport,Mornington Island,Australia,ONG,YMTI,,139.17799377441406,33.0,10,O,Australia/Brisbane,airport,OurAirports
6305,Murray Island Airport,Murray Island,Australia,MYI,YMUI,,144.054992676,300.0,10,O,Australia/Brisbane,airport,OurAirports
6306,Maryborough Airport,Maryborough,Australia,MBH,YMYB,,152.714996,38.0,10,O,Australia/Brisbane,airport,OurAirports
6307,Narrandera Airport,Narrandera,Australia,NRA,YNAR,,146.511993408,474.0,10,O,Australia/Sydney,airport,OurAirports
6308,Narrabri Airport,Narrabri,Australia,NAA,YNBR,,149.82699585,788.0,10,O,Australia/Sydney,airport,OurAirports
6309,Normanton Airport,Normanton,Australia,NTN,YNTN,,141.069664,73.0,10,O,Australia/Brisbane,airport,OurAirports
6310,Newman Airport,Newman,Australia,ZNE,YNWN,,119.803001404,1724.0,8,O,Australia/Perth,airport,OurAirports
6311,Olympic Dam Airport,Olympic Dam,Australia,OLP,YOLD,,136.876998901,343.0,9.5,O,Australia/Adelaide,airport,OurAirports
6312,Port Augusta Airport,Argyle,Australia,PUG,YPAG,,137.7169952392578,56.0,9.5,O,Australia/Adelaide,airport,OurAirports
6313,Palm Island Airport,Palm Island,Australia,PMK,YPAM,,146.58099365234375,28.0,10,O,Australia/Brisbane,airport,OurAirports
6314,Paraburdoo Airport,Paraburdoo,Australia,PBO,YPBO,,117.745002747,1406.0,8,O,Australia/Perth,airport,OurAirports
6315,Cocos (Keeling) Islands Airport,Cocos Keeling Island,Cocos (Keeling) Islands,CCK,YPCC,,96.8339004517,10.0,6.5,U,Indian/Cocos,airport,OurAirports
6316,Gove Airport,Gove,Australia,GOV,YPGV,,136.817993164,192.0,9.5,O,Australia/Darwin,airport,OurAirports
6317,Parkes Airport,Parkes,Australia,PKE,YPKS,,148.238998413,1069.0,10,O,Australia/Sydney,airport,OurAirports
6318,Port Lincoln Airport,Port Lincoln,Australia,PLO,YPLC,,135.880004883,36.0,9.5,O,Australia/Adelaide,airport,OurAirports
6319,Pormpuraaw Airport,Pormpuraaw,Australia,EDR,YPMP,,141.60908,10.0,10,O,Australia/Brisbane,airport,OurAirports
6320,Port Macquarie Airport,Port Macquarie,Australia,PQQ,YPMQ,,152.863006592,12.0,10,O,Australia/Sydney,airport,OurAirports
6321,Portland Airport,Portland,Australia,PTJ,YPOD,,141.4709930419922,265.0,10,O,Australia/Hobart,airport,OurAirports
6322,Quilpie Airport,Quilpie,Australia,ULP,YQLP,,144.2530059814453,655.0,10,O,Australia/Brisbane,airport,OurAirports
6323,Ramingining Airport,Ramingining,Australia,RAM,YRNG,,134.8979949951172,206.0,9.5,O,Australia/Darwin,airport,OurAirports
6324,Roma Airport,Roma,Australia,RMA,YROM,,148.774993896,1032.0,10,O,Australia/Brisbane,airport,OurAirports
6325,St George Airport,St George,Australia,SGO,YSGE,,148.59500122070312,656.0,10,O,Australia/Brisbane,airport,OurAirports
6326,Shark Bay Airport,Shark Bay,Australia,MJK,YSHK,,113.577003479,111.0,8,O,Australia/Perth,airport,OurAirports
6327,Saibai Island Airport,Saibai Island,Australia,SBR,YSII,,142.625,15.0,10,O,Australia/Brisbane,airport,OurAirports
6328,Strahan Airport,Strahan,Australia,SRN,YSRN,,145.29200744628906,20.0,10,O,Australia/Melbourne,airport,OurAirports
6329,Thargomindah Airport,Thargomindah,Australia,XTG,YTGM,,143.81100463867188,433.0,10,O,Australia/Brisbane,airport,OurAirports
6330,Tennant Creek Airport,Tennant Creek,Australia,TCA,YTNK,,134.18299865722656,1236.0,9.5,O,Australia/Darwin,airport,OurAirports
6331,Victoria River Downs Airport,Victoria River Downs,Australia,VCD,YVRD,,131.00497436523438,89.0,9.5,O,Australia/Darwin,airport,OurAirports
6332,Warraber Island Airport,Sue Islet,Australia,SYU,YWBS,,142.8249969482422,3.0,10,O,Australia/Brisbane,airport,OurAirports
6333,Windorah Airport,Windorah,Australia,WNR,YWDH,,142.66700744628906,452.0,10,O,Australia/Brisbane,airport,OurAirports
6334,Whyalla Airport,Whyalla,Australia,WYA,YWHA,,137.51400756835938,41.0,9.5,O,Australia/Adelaide,airport,OurAirports
6335,Wiluna Airport,Wiluna,Australia,WUN,YWLU,,120.22100067138672,1649.0,8,O,Australia/Perth,airport,OurAirports
6336,Wollongong Airport,Wollongong,Australia,WOL,YWOL,,150.78900146484375,31.0,10,O,Australia/Sydney,airport,OurAirports
6337,Winton Airport,Winton,Australia,WIN,YWTN,,143.08599853515625,638.0,10,O,Australia/Brisbane,airport,OurAirports
